YYYYMM,Value,Description,Unit
200702,1093.663,Primary Energy Consumed by the Residential Sector,Trillion Btu
200703,800.582,Primary Energy Consumed by the Residential Sector,Trillion Btu
200704,545.944,Primary Energy Consumed by the Residential Sector,Trillion Btu
200705,336.883,Primary Energy Consumed by the Residential Sector,Trillion Btu
200706,259.886,Primary Energy Consumed by the Residential Sector,Trillion Btu
200707,241.872,Primary Energy Consumed by the Residential Sector,Trillion Btu
200708,243.435,Primary Energy Consumed by the Residential Sector,Trillion Btu
200709,246.828,Primary Energy Consumed by the Residential Sector,Trillion Btu
200710,317.251,Primary Energy Consumed by the Residential Sector,Trillion Btu
200711,572.122,Primary Energy Consumed by the Residential Sector,Trillion Btu
200712,936.772,Primary Energy Consumed by the Residential Sector,Trillion Btu
200801,1115.371,Primary Energy Consumed by the Residential Sector,Trillion Btu
200802,1037.939,Primary Energy Consumed by the Residential Sector,Trillion Btu
200803,850.854,Primary Energy Consumed by the Residential Sector,Trillion Btu
200804,544.733,Primary Energy Consumed by the Residential Sector,Trillion Btu
200805,370.709,Primary Energy Consumed by the Residential Sector,Trillion Btu
200806,284.227,Primary Energy Consumed by the Residential Sector,Trillion Btu
200807,259.638,Primary Energy Consumed by the Residential Sector,Trillion Btu
200808,247.693,Primary Energy Consumed by the Residential Sector,Trillion Btu
200809,242.779,Primary Energy Consumed by the Residential Sector,Trillion Btu
200810,362.994,Primary Energy Consumed by the Residential Sector,Trillion Btu
200811,592.576,Primary Energy Consumed by the Residential Sector,Trillion Btu
200812,980.524,Primary Energy Consumed by the Residential Sector,Trillion Btu
200901,1148.855,Primary Energy Consumed by the Residential Sector,Trillion Btu
200902,931.573,Primary Energy Consumed by the Residential Sector,Trillion Btu
200903,774.71,Primary Energy Consumed by the Residential Sector,Trillion Btu
200904,539.367,Primary Energy Consumed by the Residential Sector,Trillion Btu
200905,332.275,Primary Energy Consumed by the Residential Sector,Trillion Btu
200906,264.127,Primary Energy Consumed by the Residential Sector,Trillion Btu
200907,249.568,Primary Energy Consumed by the Residential Sector,Trillion Btu
200908,247.766,Primary Energy Consumed by the Residential Sector,Trillion Btu
200909,257.134,Primary Energy Consumed by the Residential Sector,Trillion Btu
200910,398.504,Primary Energy Consumed by the Residential Sector,Trillion Btu
200911,529.166,Primary Energy Consumed by the Residential Sector,Trillion Btu
200912,961.035,Primary Energy Consumed by the Residential Sector,Trillion Btu
201001,1132.544,Primary Energy Consumed by the Residential Sector,Trillion Btu
201002,976.77,Primary Energy Consumed by the Residential Sector,Trillion Btu
201003,730.844,Primary Energy Consumed by the Residential Sector,Trillion Btu
201004,434.854,Primary Energy Consumed by the Residential Sector,Trillion Btu
201005,324.489,Primary Energy Consumed by the Residential Sector,Trillion Btu
201006,264.315,Primary Energy Consumed by the Residential Sector,Trillion Btu
201007,236.663,Primary Energy Consumed by the Residential Sector,Trillion Btu
201008,228.994,Primary Energy Consumed by the Residential Sector,Trillion Btu
201009,234.322,Primary Energy Consumed by the Residential Sector,Trillion Btu
201010,337.722,Primary Energy Consumed by the Residential Sector,Trillion Btu
201011,593.079,Primary Energy Consumed by the Residential Sector,Trillion Btu
201012,1046.232,Primary Energy Consumed by the Residential Sector,Trillion Btu
201101,1150.951,Primary Energy Consumed by the Residential Sector,Trillion Btu
201102,932.607,Primary Energy Consumed by the Residential Sector,Trillion Btu
201103,745.64,Primary Energy Consumed by the Residential Sector,Trillion Btu
201104,460.798,Primary Energy Consumed by the Residential Sector,Trillion Btu
201105,316.178,Primary Energy Consumed by the Residential Sector,Trillion Btu
201106,249.619,Primary Energy Consumed by the Residential Sector,Trillion Btu
201107,232.138,Primary Energy Consumed by the Residential Sector,Trillion Btu
201108,241.523,Primary Energy Consumed by the Residential Sector,Trillion Btu
201109,250.696,Primary Energy Consumed by the Residential Sector,Trillion Btu
201110,365.145,Primary Energy Consumed by the Residential Sector,Trillion Btu
201111,582.897,Primary Energy Consumed by the Residential Sector,Trillion Btu
201112,871.209,Primary Energy Consumed by the Residential Sector,Trillion Btu
201201,961.625,Primary Energy Consumed by the Residential Sector,Trillion Btu
201202,808.568,Primary Energy Consumed by the Residential Sector,Trillion Btu
201203,537.658,Primary Energy Consumed by the Residential Sector,Trillion Btu
201204,392.94,Primary Energy Consumed by the Residential Sector,Trillion Btu
201205,278.831,Primary Energy Consumed by the Residential Sector,Trillion Btu
201206,234.762,Primary Energy Consumed by the Residential Sector,Trillion Btu
201207,220.244,Primary Energy Consumed by the Residential Sector,Trillion Btu
201208,227.419,Primary Energy Consumed by the Residential Sector,Trillion Btu
201209,229.619,Primary Energy Consumed by the Residential Sector,Trillion Btu
201210,355.59,Primary Energy Consumed by the Residential Sector,Trillion Btu
201211,608.217,Primary Energy Consumed by the Residential Sector,Trillion Btu
201212,810.936,Primary Energy Consumed by the Residential Sector,Trillion Btu
201301,1076.113,Primary Energy Consumed by the Residential Sector,Trillion Btu
201302,935.131,Primary Energy Consumed by the Residential Sector,Trillion Btu
201303,843.902,Primary Energy Consumed by the Residential Sector,Trillion Btu
201304,517.608,Primary Energy Consumed by the Residential Sector,Trillion Btu
201305,323.585,Primary Energy Consumed by the Residential Sector,Trillion Btu
201306,244.339,Primary Energy Consumed by the Residential Sector,Trillion Btu
201307,235.093,Primary Energy Consumed by the Residential Sector,Trillion Btu
201308,236.148,Primary Energy Consumed by the Residential Sector,Trillion Btu
201309,247.25,Primary Energy Consumed by the Residential Sector,Trillion Btu
201310,353.809,Primary Energy Consumed by the Residential Sector,Trillion Btu
201311,664.709,Primary Energy Consumed by the Residential Sector,Trillion Btu
201312,1020.025,Primary Energy Consumed by the Residential Sector,Trillion Btu
201401,1241.251,Primary Energy Consumed by the Residential Sector,Trillion Btu
201402,1041.067,Primary Energy Consumed by the Residential Sector,Trillion Btu
201403,884.025,Primary Energy Consumed by the Residential Sector,Trillion Btu
201404,493.327,Primary Energy Consumed by the Residential Sector,Trillion Btu
201405,345.485,Primary Energy Consumed by the Residential Sector,Trillion Btu
201406,259.691,Primary Energy Consumed by the Residential Sector,Trillion Btu
201407,246.471,Primary Energy Consumed by the Residential Sector,Trillion Btu
201408,242.083,Primary Energy Consumed by the Residential Sector,Trillion Btu
201409,269.118,Primary Energy Consumed by the Residential Sector,Trillion Btu
201410,369.192,Primary Energy Consumed by the Residential Sector,Trillion Btu
201411,716.842,Primary Energy Consumed by the Residential Sector,Trillion Btu
201412,906.541,Primary Energy Consumed by the Residential Sector,Trillion Btu
201501,1138.978,Primary Energy Consumed by the Residential Sector,Trillion Btu
201502,1084.305,Primary Energy Consumed by the Residential Sector,Trillion Btu
201503,796.619,Primary Energy Consumed by the Residential Sector,Trillion Btu
201504,445.671,Primary Energy Consumed by the Residential Sector,Trillion Btu
201505,305.254,Primary Energy Consumed by the Residential Sector,Trillion Btu
201506,233.33,Primary Energy Consumed by the Residential Sector,Trillion Btu
201507,223.817,Primary Energy Consumed by the Residential Sector,Trillion Btu
201508,222.06,Primary Energy Consumed by the Residential Sector,Trillion Btu
201509,221.476,Primary Energy Consumed by the Residential Sector,Trillion Btu
201510,360.444,Primary Energy Consumed by the Residential Sector,Trillion Btu
201511,575.013,Primary Energy Consumed by the Residential Sector,Trillion Btu
201512,780.017,Primary Energy Consumed by the Residential Sector,Trillion Btu
201601,1050.263,Primary Energy Consumed by the Residential Sector,Trillion Btu
201602,848.179,Primary Energy Consumed by the Residential Sector,Trillion Btu
201603,594.06,Primary Energy Consumed by the Residential Sector,Trillion Btu
201604,453.386,Primary Energy Consumed by the Residential Sector,Trillion Btu
201605,315.73,Primary Energy Consumed by the Residential Sector,Trillion Btu
201606,228.418,Primary Energy Consumed by the Residential Sector,Trillion Btu
201607,218.257,Primary Energy Consumed by the Residential Sector,Trillion Btu
201608,204.239,Primary Energy Consumed by the Residential Sector,Trillion Btu
201609,221.871,Primary Energy Consumed by the Residential Sector,Trillion Btu
201610,315.358,Primary Energy Consumed by the Residential Sector,Trillion Btu
201611,510.949,Primary Energy Consumed by the Residential Sector,Trillion Btu
201612,972.495,Primary Energy Consumed by the Residential Sector,Trillion Btu
201701,1008.379,Primary Energy Consumed by the Residential Sector,Trillion Btu
201702,719.048,Primary Energy Consumed by the Residential Sector,Trillion Btu
201703,728.445,Primary Energy Consumed by the Residential Sector,Trillion Btu
201704,405.206,Primary Energy Consumed by the Residential Sector,Trillion Btu
201705,316.275,Primary Energy Consumed by the Residential Sector,Trillion Btu
201706,243.219,Primary Energy Consumed by the Residential Sector,Trillion Btu
201707,218.857,Primary Energy Consumed by the Residential Sector,Trillion Btu
201708,214.875,Primary Energy Consumed by the Residential Sector,Trillion Btu
201709,224.011,Primary Energy Consumed by the Residential Sector,Trillion Btu
201710,325.584,Primary Energy Consumed by the Residential Sector,Trillion Btu
201711,612.707,Primary Energy Consumed by the Residential Sector,Trillion Btu
201712,1001.461,Primary Energy Consumed by the Residential Sector,Trillion Btu
201801,1189.333,Primary Energy Consumed by the Residential Sector,Trillion Btu
201802,846.118,Primary Energy Consumed by the Residential Sector,Trillion Btu
201803,817.899,Primary Energy Consumed by the Residential Sector,Trillion Btu
201804,587.255,Primary Energy Consumed by the Residential Sector,Trillion Btu
201805,292.806,Primary Energy Consumed by the Residential Sector,Trillion Btu
201806,235.152,Primary Energy Consumed by the Residential Sector,Trillion Btu
201807,225.157,Primary Energy Consumed by the Residential Sector,Trillion Btu
201808,215.682,Primary Energy Consumed by the Residential Sector,Trillion Btu
201809,229.623,Primary Energy Consumed by the Residential Sector,Trillion Btu
197301,1932.187,Total Energy Consumed by the Residential Sector,Trillion Btu
197302,1687.255,Total Energy Consumed by the Residential Sector,Trillion Btu
197303,1497.067,Total Energy Consumed by the Residential Sector,Trillion Btu
197304,1177.661,Total Energy Consumed by the Residential Sector,Trillion Btu
197305,1015.008,Total Energy Consumed by the Residential Sector,Trillion Btu
197306,933.663,Total Energy Consumed by the Residential Sector,Trillion Btu
197307,981.183,Total Energy Consumed by the Residential Sector,Trillion Btu
197308,1018.978,Total Energy Consumed by the Residential Sector,Trillion Btu
197309,956.55,Total Energy Consumed by the Residential Sector,Trillion Btu
197310,991.668,Total Energy Consumed by the Residential Sector,Trillion Btu
197311,1197.249,Total Energy Consumed by the Residential Sector,Trillion Btu
197312,1507.395,Total Energy Consumed by the Residential Sector,Trillion Btu
197401,1823.499,Total Energy Consumed by the Residential Sector,Trillion Btu
197402,1562.936,Total Energy Consumed by the Residential Sector,Trillion Btu
197403,1436.363,Total Energy Consumed by the Residential Sector,Trillion Btu
197404,1215.416,Total Energy Consumed by the Residential Sector,Trillion Btu
197405,1010.945,Total Energy Consumed by the Residential Sector,Trillion Btu
197406,936.124,Total Energy Consumed by the Residential Sector,Trillion Btu
197407,1013.51,Total Energy Consumed by the Residential Sector,Trillion Btu
197408,987.592,Total Energy Consumed by the Residential Sector,Trillion Btu
197409,919.805,Total Energy Consumed by the Residential Sector,Trillion Btu
